COUNTRY,YEAR,TOTAL_BUDGET,BUDGET_RANK,PCT_DEFENSE,PCT_EDUCATION,PCT_HEALTH,PCT_SOCIAL_WELFARE,PCT_INFRASTRUCTURE
Romania,1963,5.037,17,11.82,14.73,5,13.05,16.31
Argentina,1963,3.538,18,5.78,15.4,17.82,10.47,13.09
Switzerland,1963,3.057,19,5.38,15.59,7.84,24.21,10.37
Mexico,1963,2.634,20,1.72,12.15,9.9,10.12,20.24
Turkey,1963,2.351,21,15,12.87,7.19,12.29,15.37
Chile,1963,2.185,22,14.85,13.52,10.96,11.53,14.41
South Africa,1963,2.083,23,5.5,20.47,11.86,8.13,16.26
New Zealand,1963,1.993,24,4.59,8.19,14.71,22.2,9.52
Kazakhstan,1963,1.902,25,4.86,14.76,9.25,13.63,17.04
Egypt,1963,1.815,26,9.79,15.35,6.66,9.77,19.53
Philippines,1963,1.186,27,12.48,15.24,6.52,3.96,7.91
Portugal,1963,1.164,28,4.36,7.21,14.06,25.13,10.77
Israel,1963,1.159,29,14.06,13.67,9.41,9.71,12.14
Greece,1963,1.148,30,10.81,8.38,9.61,22.9,9.81
Vietnam,1963,1.06,31,7.55,18,9.48,8.99,17.99
Pakistan,1963,1.034,32,25.1,7.8,6.26,8.38,16.75
Iran,1963,1.032,33,14.48,18.35,10.95,10.13,12.66
Colombia,1963,1.009,34,10.86,18.09,14.88,8.09,10.11
South Korea,1963,0.962,35,20.31,5,8.28,12.77,15.96
Bangladesh,1963,0.73,36,10.33,5.26,5.21,9.16,18.32
Saudi Arabia,1963,0.702,37,35.44,14.71,9.16,7.69,9.61
Indonesia,1963,0.671,38,7.19,5.86,3.59,11.97,23.94
Nigeria,1963,0.62,39,2.23,8.55,2.37,12.28,24.56
Malaysia,1963,0.619,40,7.8,19.11,4.58,8.13,16.26
Thailand,1963,0.612,41,13.67,18.9,9.25,7.16,14.32
Peru,1963,0.581,42,8.33,15.25,10.77,11.8,14.75
Ireland,1963,0.516,43,2.49,14.78,14.96,19.95,8.55
United Arab Emirates,1963,0.146,44,19.16,13.57,7.57,11.94,14.93
Singapore,1963,0.141,45,29.92,20.31,7.39,6.87,8.59
USA,1993,2443.746,1,9.56,13.55,16.16,16.23,6.96
Japan,1993,1651.931,2,2.84,11.11,15.07,23.09,9.9
Germany,1993,1056.819,3,3.47,9.53,15.94,22.64,9.7
France,1993,695.1,4,4.81,10.24,5,26.23,11.24
Italy,1993,593.999,5,3.01,8.73,5,21.09,9.04
UK,1993,452.651,6,8.73,11.8,15.97,19.79,8.48
Spain,1993,236.115,7,15,10.05,12.41,20.14,8.63
Canada,1993,207.962,8,15,5,14.82,21.06,9.03
Netherlands,1993,167.026,9,3.89,9.67,12.28,22.69,9.72
Russia,1993,165.793,10,6.91,8.95,9.72,11.56,14.44
China,1993,147.364,11,14.8,14.77,6.09,8.9,17.8
Sweden,1993,133.213,12,3.29,8.11,11.8,23.39,10.02
Brazil,1993,120.038,13,15,5,5,10.5,21
Australia,1993,113.336,14,6.38,15.02,14.6,20.65,8.85
South Korea,1993,97.369,15,20.31,5,8.28,12.7,15.88
Switzerland,1993,92.283,16,4.09,16.16,7.84,23.89,10.24
Mexico,1993,83.804,17,2.2,21.56,9.9,7.26,14.52
India,1993,82.542,18,10.97,13.32,3.05,7,14
Argentina,1993,63.402,19,5.78,15.4,17.82,10.68,13.35
Turkey,1993,63.002,20,15,12.87,7.19,9.95,12.44
Greece,1993,57.767,21,8.12,6.41,9.61,19.56,8.38
South Africa,1993,53.255,22,5.5,20.47,11.86,6.99,13.98
Portugal,1993,42.51,23,3.76,10.53,14.06,19.59,8.4
Saudi Arabia,1993,42.278,24,32.83,14.57,9.16,8.24,10.29
Poland,1993,39.765,25,4.1,16.8,8.38,12.22,15.27
Israel,1993,25.759,26,14.06,13.67,9.41,9.45,11.81
Indonesia,1993,23.338,27,7.19,5.86,3.59,9.81,19.62
Thailand,1993,20.236,28,13.67,18.9,9.25,7.71,15.41
New Zealand,1993,16.939,29,4.14,14.08,14.71,21.28,9.12
United Arab Emirates,1993,16.633,30,19.16,13.57,7.57,11.94,14.93
Malaysia,1993,16.496,31,10.73,17.31,4.58,7.96,15.92
Ireland,1993,14.172,32,2.62,12.04,14.96,18.76,8.04
Colombia,1993,13.863,33,10.8,12.48,14.88,9.22,11.53
Philippines,1993,12.672,34,10.75,15.24,6.52,5.23,10.46
Egypt,1993,12.523,35,9.79,15.35,6.66,6.11,12.21
Pakistan,1993,11.572,36,25.1,7.8,6.26,8.38,16.75
Chile,1993,9.843,37,12.26,13.52,10.96,11.27,14.09
Iran,1993,9.531,38,5.14,23.72,10.95,12.02,15.02
Singapore,1993,9.02,39,27.17,20.31,7.39,7.3,9.13
Romania,1993,8.454,40,8.11,14.73,5,13.9,17.38
Nigeria,1993,6.807,41,1.8,8.55,2.37,12.34,24.69
Peru,1993,6.806,42,8.33,15.25,10.77,7.66,9.57
Kazakhstan,1993,6.172,43,4.86,14.76,9.25,13.63,17.04
Bangladesh,1993,4.555,44,11.16,12.11,5.21,8.01,16.02
Vietnam,1993,2.9,45,7.55,18,9.48,8.99,17.99
USA,1999,2900.809,1,9.56,13.55,16.16,16.42,7.04
Japan,1999,1944.52,2,2.62,9.97,15.07,23.57,10.1
Germany,1999,1113.41,3,2.85,10.07,15.94,22.53,9.66
France,1999,822.927,4,4.1,9.48,5,26.75,11.46
UK,1999,648.528,5,7.12,11.57,15.97,20.17,8.65
Italy,1999,594.954,6,3.56,9.56,5,23.22,9.95
China,1999,364.268,7,12.52,12.63,6.09,9.56,19.13
Spain,1999,285.478,8,15,10.67,12.41,19.92,8.54
Canada,1999,278.689,9,15,5,14.82,21.06,9.03
Brazil,1999,195.442,10,15,5,5,10.5,21
Netherlands,1999,174.473,11,3.55,10.16,12.28,22.87,9.8
Sweden,1999,141.226,12,3.36,12.39,11.8,21.93,9.4
Australia,1999,138.837,13,5.21,12.17,14.6,22.06,9.45
India,1999,132.545,14,11.64,16.96,3.05,5.83,11.65
South Korea,1999,123.767,15,14.53,5,8.28,13.1,16.37
Turkey,1999,117.812,16,15,12.87,7.19,9.56,11.95
Mexico,1999,110.538,17,2.09,16.69,9.9,8.17,16.33
Switzerland,1999,110.321,18,3.18,14.33,7.84,24.62,10.55
Argentina,1999,89.019,19,4.29,15.88,17.82,8.95,11.19
Poland,1999,75.738,20,4.5,10.89,8.38,13.86,17.32
Greece,1999,72.079,21,7.28,6.56,9.61,20.38,8.73
Portugal,1999,56.568,22,3.35,11.87,14.06,21.96,9.41
Russia,1999,55.99,23,8.99,8.95,9.72,11.14,13.92
Saudi Arabia,1999,51.419,24,37.37,23.33,9.16,5.58,6.97
South Africa,1999,47.579,25,5.5,20.47,11.86,6.49,12.98
Israel,1999,40.511,26,14.06,13.67,9.41,10.21,12.76
Thailand,1999,34.292,27,6.38,18.98,9.25,9.09,18.19
Indonesia,1999,31.529,28,4.43,11.59,3.59,8.47,16.95
United Arab Emirates,1999,25.861,29,20.65,13.57,7.57,11.64,14.55
New Zealand,1999,21.28,30,4.2,16.23,14.71,20.51,8.79
Egypt,1999,21.107,31,9.79,15.35,6.66,7.28,14.56
Ireland,1999,20.897,32,2.31,12.72,14.96,21.73,9.31
Colombia,1999,20.591,33,11.14,13.15,14.88,9.07,11.33
Philippines,1999,19.705,34,7.55,15.21,6.52,6.4,12.8
Malaysia,1999,19.408,35,7.83,21.19,4.58,7.83,15.66
Iran,1999,19.03,36,12.57,20.11,10.95,11.27,14.09
Chile,1999,17.018,37,11.41,15.65,10.96,12.06,15.08
Pakistan,1999,13.525,38,23.98,11.31,6.26,8.02,16.04
Romania,1999,13.23,39,7.57,8.19,5,12.9,16.13
Singapore,1999,13.016,40,31.84,20.31,7.39,7.32,9.15
Peru,1999,11.414,41,8.33,15.25,10.77,10.52,13.15
Nigeria,1999,7.097,42,4.07,8.55,2.37,12,24
Bangladesh,1999,7.041,43,14.16,18.13,5.21,6.66,13.31
Vietnam,1999,6.31,44,7.55,18,9.48,8.99,17.99
Kazakhstan,1999,3.366,45,4.86,14.76,9.25,12.73,15.91
USA,2015,6809.612,1,9.89,13.55,22.32,16.37,7.01
China,2015,3722.669,2,5.6,11.91,9.42,10.21,20.42
Japan,2015,1828.086,3,2.54,9.97,23.15,20.77,8.9
Germany,2015,1507.437,4,2.51,10.7,19,22.74,9.74
France,2015,1421.423,5,3.25,9.48,5,27.05,11.59
UK,2015,1284.588,6,5.07,13.49,19.56,19.46,8.34
Italy,2015,930.941,7,2.39,8.07,5,26.3,11.27
Brazil,2015,710.691,8,15,5,5,10.5,21
India,2015,620.89,9,8.83,15.69,3.38,7.71,15.42
Canada,2015,608.343,10,15,5,19.07,19.58,8.39
Russia,2015,588.716,11,13.81,10.87,8.82,12.77,15.96
Spain,2015,542.774,12,15,9.73,14.77,19.43,8.33
Australia,2015,525.937,13,5.24,12.17,18.29,20.76,8.9
Mexico,2015,389.784,14,1.7,19.02,10.86,8.77,17.53
Turkey,2015,380.082,15,15,13.26,9.91,11.07,13.84
South Korea,2015,369.411,16,12.64,5,12.12,12.98,16.23
Netherlands,2015,320.185,17,2.47,11.66,14.87,23.77,10.19
Argentina,2015,278.908,18,2.06,13.96,16.45,12.03,15.04
Saudi Arabia,2015,274.473,19,32.65,15.84,10.06,8.22,10.28
Sweden,2015,229.63,20,2.2,15.19,18.2,22.01,9.43
Switzerland,2015,228.395,21,2.01,15.39,10.92,24.5,10.5
Poland,2015,188.61,22,5.13,11.54,10.63,13.58,16.97
Indonesia,2015,182.451,23,5.01,20.36,6.58,8.57,17.15
South Africa,2015,144.915,24,3.34,18.7,15.24,8.04,16.09
Greece,2015,122.873,25,4.78,7.1,8.71,25.29,10.84
Thailand,2015,107.769,26,6.14,20.62,12.48,8.35,16.7
Portugal,2015,105.225,27,2.76,10.15,11.91,22.69,9.73
Israel,2015,90.287,28,14.46,15.46,11.65,10.5,13.12
Egypt,2015,85.024,29,5.23,10.94,5.06,8.18,16.36
Colombia,2015,85.004,30,9.94,13.15,17.04,10.22,12.77
Iran,2015,81.007,31,15.55,18.57,25.84,7.86,9.83
United Arab Emirates,2015,75.862,32,17.04,13.57,9.07,12.06,15.08
Malaysia,2015,72.729,33,6.09,19.81,8.23,8.19,16.38
New Zealand,2015,64.467,34,2.65,15.55,17.94,20.76,8.9
Chile,2015,63.112,35,7.63,19.59,16.02,10.74,13.43
Romania,2015,62.992,36,4.25,9.09,5,15.45,19.31
Philippines,2015,60.509,37,6.12,15.15,8.26,8.07,16.14
Nigeria,2015,59.163,38,3.78,9.26,5.33,11.5,22.99
Ireland,2015,57.715,39,1.18,12.92,18.12,20.38,8.73
Vietnam,2015,52.637,40,7.89,15.02,8.49,9.54,19.08
Singapore,2015,50.087,41,20.95,17.7,13.54,9.56,11.95
Peru,2015,49.827,42,7.74,17.62,13.54,11.23,14.04
Pakistan,2015,43.333,43,18.01,13.19,3.85,8.99,17.99
Kazakhstan,2015,40.17,44,4.85,12.19,8.39,14.1,17.62
Bangladesh,2015,30.734,45,10.51,12.04,3.38,7.71,15.41
USA,2004,4156.125,1,11.97,13.55,17.93,16.7,7.16
Japan,2004,1787.138,2,2.75,9.97,17.2,22.78,9.76
Germany,2004,1372.007,3,2.66,10.07,16.18,22.86,9.8
France,2004,1158.453,4,3.92,9.48,5,26.81,11.49
UK,2004,1033.952,5,6.54,12.73,17.54,20.32,8.71
Italy,2004,813.297,6,3.58,9.36,5,24.57,10.53
China,2004,654.785,7,10.88,11.91,7.27,9.74,19.48
Spain,2004,481.423,8,15,10.71,14.05,19.33,8.29
Canada,2004,355.686,9,15,5,16.93,20.33,8.71
Mexico,2004,259.589,10,1.7,22.05,12.07,7.91,15.81
Netherlands,2004,258.587,11,3.18,11.28,13.9,23.22,9.95
Australia,2004,228.876,12,5.24,12.17,15.95,21.58,9.25
Brazil,2004,218.142,13,15,5,5,10.5,21
India,2004,209.42,14,10.12,11.2,2.65,7.56,15.12
South Korea,2004,197.58,15,11.71,5,8.3,13.88,17.35
Turkey,2004,188.26,16,15,12.87,10.19,8.96,11.2
Russia,2004,179.633,17,11.17,11.18,9.44,12.63,15.79
Sweden,2004,178.246,18,2.78,12.91,12.74,23.31,9.99
Switzerland,2004,141.492,19,2.63,16.1,9.31,23.98,10.28
Greece,2004,126.647,20,5.47,7.7,9.97,22.96,9.84
Poland,2004,111.556,21,4.31,12.32,9.11,13.48,16.85
Portugal,2004,91.809,22,3.27,10.96,14.54,22.65,9.71
Saudi Arabia,2004,82.27,23,25.99,20.19,8.24,8.66,10.83
South Africa,2004,81.277,24,5.34,19.93,12.03,7.67,15.34
Indonesia,2004,59.7,25,4.88,14.17,4.2,9.09,18.18
Argentina,2004,52.108,26,3.84,15.14,14.93,7.96,9.94
Israel,2004,48.46,27,14.3,13.38,9.58,9.89,12.36
Ireland,2004,41.505,28,1.73,13.66,17.36,22.27,9.55
Thailand,2004,37.091,29,6.01,21.46,10.71,8.09,16.18
New Zealand,2004,36.298,30,3.25,15.56,17,20.59,8.82
Iran,2004,31.52,31,14.9,21.52,10.16,10.48,13.1
Malaysia,2004,31.088,32,8.03,21.01,5.63,7.97,15.94
Colombia,2004,31.071,33,13.1,13.15,15.74,9.05,11.32
United Arab Emirates,2004,28.635,34,26.04,13.57,7.94,10.49,13.11
Romania,2004,25.072,35,6.06,9.84,5,14.89,18.61
Chile,2004,21.706,36,13.03,17.02,13.1,10.35,12.94
Philippines,2004,21.224,37,6.76,12.75,5.62,6.09,12.17
Pakistan,2004,19.1,38,26.06,11.23,4.51,7.98,15.96
Egypt,2004,18.09,39,9.55,14.75,5.24,7.41,14.81
Singapore,2004,16.906,40,30.56,22.74,7.13,7.7,9.63
Nigeria,2004,16.292,41,2.68,8.55,6.55,11.58,23.17
Peru,2004,14.814,42,7.13,15.27,11.78,10.78,13.48
Vietnam,2004,9.994,43,7.49,18,8.69,9.12,18.25
Bangladesh,2004,8.659,44,10.11,15.95,4.87,7.44,14.87
Kazakhstan,2004,8.541,45,4.65,10.61,10.94,13.93,17.42
USA,2026,13132.586,1,9.11,11.29,23.02,15.29,6.55
China,2026,6723.899,2,5.06,11.91,10.37,10.15,20.3
Germany,2026,2601.659,3,3.93,10.68,19.21,22.69,9.72
Japan,2026,2187.857,4,3.25,9.97,23.3,20.47,8.77
France,2026,1972.038,5,3.59,9.12,5,27.05,11.59
UK,2026,1949.234,6,5.25,11.82,20.05,19.29,8.27
Italy,2026,1432.93,7,3.18,7.41,5,26.87,11.51
India,2026,1155.15,8,7.63,14.16,4.59,7.56,15.12
Russia,2026,1124.68,9,18.9,14.34,13.67,10.15,12.68
Canada,2026,993.718,10,15,5,17.76,20.04,8.59
Brazil,2026,897.518,11,15,5,5,10.5,21
Spain,2026,887.931,12,15,9.88,14.85,19.35,8.29
Turkey,2026,831.35,13,15,11.33,9.78,10.57,13.21
Australia,2026,750.28,14,4.96,12.64,21.01,19.73,8.46
Mexico,2026,655.802,15,2.97,14.24,9.36,8.65,17.3
Netherlands,2026,560.335,16,4.34,11.97,15.56,23.29,9.98
Poland,2026,482.248,17,8.47,9.97,11.75,13,16.25
South Korea,2026,465.098,18,11.32,5,15.5,12.75,15.94
Saudi Arabia,2026,416.521,19,22.31,15.64,13.69,8.99,11.24
Switzerland,2026,335.524,20,2.27,15.42,11.65,24.39,10.45
Sweden,2026,318.415,21,4.12,15.28,19.45,20.93,8.97
Indonesia,2026,317.115,22,4.6,10.56,8.52,9.82,19.63
Argentina,2026,278.526,23,1.93,13.22,16.35,12.24,15.3
Israel,2026,203.854,24,19.99,16.07,11.57,8.95,11.18
South Africa,2026,183.399,25,2.11,19.14,16.89,7.14,14.27
Romania,2026,177.528,26,5.85,8.78,5,15.3,19.13
Thailand,2026,171.374,27,4.54,12.62,15.56,9.27,18.54
Colombia,2026,170.172,28,10.12,13.15,17.24,9.26,11.57
Greece,2026,166.183,29,6.58,6.39,8.58,24.91,10.68
Portugal,2026,160.171,30,3.57,10.37,14.56,23.02,9.87
Philippines,2026,124.684,31,5.44,15.2,8.77,8.29,16.58
Vietnam,2026,117.197,32,8.82,15.45,10.45,9.04,18.08
New Zealand,2026,111.342,33,2.82,12.73,19.21,21.79,9.34
United Arab Emirates,2026,110.138,34,17.04,14.76,14.41,10.3,12.88
Malaysia,2026,109.679,35,4.52,14.1,7.94,8.77,17.55
Chile,2026,109.296,36,5.84,18.38,19.3,10.43,13.04
Singapore,2026,109.192,37,20.13,11.99,17.39,10.01,12.51
Ireland,2026,103.276,38,1,12.33,22.16,21.42,9.18
Peru,2026,101.031,39,4.06,19.21,15.95,10.94,13.67
Egypt,2026,97.588,40,2.93,10.94,6.93,8.24,16.49
Kazakhstan,2026,77.783,41,1.94,21.96,10.7,11.35,14.18
Iran,2026,74.313,42,12.55,18.82,19.06,9.77,12.21
Bangladesh,2026,68.751,43,6.9,11.88,2.47,8.21,16.41
Pakistan,2026,60.9,44,13.83,9.76,4.68,10.01,20.02
Nigeria,2026,36.117,45,3.07,2.98,4.31,12.7,25.39
USA,1979,827.02,1,9.56,13.55,16.16,17.94,7.69
Japan,1979,410.727,2,3.02,16.13,15.07,21.28,9.12
Germany,1979,342.879,3,4.24,9.53,15.94,23.57,10.1
France,1979,261.774,4,5.77,11.51,5,25.45,10.91
UK,1979,170.239,5,11.31,12.67,15.97,17.25,7.39
Italy,1979,163.014,6,4.03,8.73,5,25.36,10.87
Russia,1979,136.285,7,6.91,8.95,9.72,11.56,14.44
Canada,1979,105.035,8,15,5,14.82,21.06,9.03
Spain,1979,96.502,9,15,8.84,12.41,20.56,8.81
Netherlands,1979,81.652,10,4.93,12.07,12.28,23.59,10.11
Brazil,1979,72.141,11,15,5,5,10.5,21
China,1979,58.929,12,13.21,9.56,6.09,9.92,19.84
Sweden,1979,58.436,13,4,9.8,11.8,24.3,10.41
Australia,1979,46.496,14,7.04,13.25,14.6,21.04,9.02
Switzerland,1979,37.768,15,5.38,15.59,7.84,24.06,10.31
India,1979,36.765,16,14.78,13.32,3.05,8.46,16.93
Saudi Arabia,1979,35.566,17,35.44,14.71,9.16,7.69,9.61
Mexico,1979,27.271,18,1.72,12.15,9.9,9.47,18.93
Turkey,1979,25.545,19,15,12.87,7.19,12.42,15.52
Iran,1979,23.598,20,14.48,18.35,10.95,10.8,13.49
South Korea,1979,16.34,21,20.31,5,8.28,12.08,15.1
Poland,1979,15.972,22,4.1,16.8,8.38,14.1,17.63
South Africa,1979,15.073,23,5.5,20.47,11.86,8.01,16.02
Argentina,1979,13.409,24,5.78,15.4,17.82,10.47,13.09
Greece,1979,13.164,25,10.81,8.38,9.61,22.22,9.52
Israel,1979,11.604,26,14.06,13.67,9.41,10.55,13.18
Romania,1979,10.995,27,11.82,14.73,5,13.05,16.31
Indonesia,1979,9.405,28,7.19,5.86,3.59,11.03,22.06
United Arab Emirates,1979,9.337,29,19.16,13.57,7.57,11.94,14.93
Portugal,1979,8.309,30,4.36,7.21,14.06,22.98,9.85
New Zealand,1979,8.053,31,4.59,8.19,14.71,21.59,9.25
Philippines,1979,6.727,32,12.48,15.24,6.52,3.96,7.91
Chile,1979,6.332,33,14.85,13.52,10.96,11.29,14.11
Egypt,1979,5.993,34,9.79,15.35,6.66,8.82,17.64
Colombia,1979,5.829,35,10.86,18.09,14.88,8.09,10.11
Nigeria,1979,5.671,36,2.23,8.55,2.37,12.28,24.56
Thailand,1979,5.297,37,13.67,18.9,9.25,7.31,14.61
Malaysia,1979,5.231,38,7.8,19.11,4.58,8.13,16.26
Ireland,1979,4.86,39,2.49,14.78,14.96,18.7,8.01
Pakistan,1979,4.397,40,25.1,7.8,6.26,8.38,16.75
Kazakhstan,1979,4.152,41,4.86,14.76,9.25,13.63,17.04
Peru,1979,2.715,42,8.33,15.25,10.77,7.36,9.2
Vietnam,1979,2.314,43,7.55,18,9.48,8.99,17.99
Bangladesh,1979,2.138,44,10.33,5.26,5.21,9.16,18.32
Singapore,1979,1.463,45,29.92,20.31,7.39,4.57,5.72
USA,1936,49.76,1,9.56,13.55,16.16,18.98,8.13
UK,1936,7.648,2,11.31,12.67,15.97,17.95,7.69
USA,1967,254.531,1,9.56,13.55,16.16,18.98,8.13
Russia,1967,75.889,2,6.91,8.95,9.72,11.56,14.44
Canada,1967,58.487,3,15,5,14.82,21.06,9.03
Germany,1967,46.773,4,4.24,9.53,15.94,24.05,10.31
France,1967,42.931,5,5.77,11.51,5,25.45,10.91
UK,1967,38.098,6,11.31,12.67,15.97,17.95,7.69
Japan,1967,34.588,7,3.02,16.13,15.07,21.28,9.12
Italy,1967,25.978,8,4.03,8.73,5,26.5,11.36
China,1967,24.094,9,13.21,9.56,6.09,9.92,19.84
Spain,1967,14.657,10,15,8.84,12.41,20.56,8.81
Brazil,1967,10.132,11,15,5,5,10.5,21
Netherlands,1967,9.621,12,4.93,12.07,12.28,23.65,10.14
Sweden,1967,9.608,13,4,9.8,11.8,24.74,10.6
Poland,1967,8.894,14,4.1,16.8,8.38,14.1,17.63
India,1967,8.544,15,14.78,13.32,3.05,8.63,17.26
Australia,1967,7.995,16,7.04,13.25,14.6,21.04,9.02
Romania,1967,6.123,17,11.82,14.73,5,13.05,16.31
Argentina,1967,4.697,18,5.78,15.4,17.82,10.47,13.09
Switzerland,1967,4.152,19,5.38,15.59,7.84,24.21,10.37
Mexico,1967,4.125,20,1.72,12.15,9.9,10.12,20.24
Turkey,1967,3.551,21,15,12.87,7.19,12.29,15.37
South Africa,1967,3.036,22,5.5,20.47,11.86,8.13,16.26
Chile,1967,2.738,23,14.85,13.52,10.96,11.53,14.41
Egypt,1967,2.43,24,9.79,15.35,6.66,9.77,19.53
Kazakhstan,1967,2.312,25,4.86,14.76,9.25,13.63,17.04
Greece,1967,1.806,26,10.81,8.38,9.61,22.9,9.81
New Zealand,1967,1.789,27,4.59,8.19,14.71,22.2,9.52
Portugal,1967,1.71,28,4.36,7.21,14.06,25.13,10.77
Pakistan,1967,1.667,29,25.1,7.8,6.26,8.38,16.75
Philippines,1967,1.665,30,12.48,15.24,6.52,3.96,7.91
Iran,1967,1.582,31,14.48,18.35,10.95,10.13,12.66
Israel,1967,1.561,32,14.06,13.67,9.41,9.71,12.14
Vietnam,1967,1.288,33,7.55,18,9.48,8.99,17.99
Colombia,1967,1.215,34,10.86,18.09,14.88,8.09,10.11
South Korea,1967,1.175,35,20.31,5,8.28,12.77,15.96
Saudi Arabia,1967,1.036,36,35.44,14.71,9.16,7.69,9.61
Peru,1967,1,37,8.33,15.25,10.77,11.8,14.75
Bangladesh,1967,0.996,38,10.33,5.26,5.21,9.16,18.32
Thailand,1967,0.975,39,13.67,18.9,9.25,7.16,14.32
Indonesia,1967,0.815,40,7.19,5.86,3.59,11.97,23.94
Malaysia,1967,0.786,41,7.8,19.11,4.58,8.13,16.26
Ireland,1967,0.71,42,2.49,14.78,14.96,19.95,8.55
Nigeria,1967,0.624,43,2.23,8.55,2.37,12.28,24.56
Singapore,1967,0.19,44,29.92,20.31,7.39,6.87,8.59
United Arab Emirates,1967,0.177,45,19.16,13.57,7.57,11.94,14.93
USA,1978,748.148,1,9.56,13.55,16.16,18.59,7.97
Japan,1978,377.158,2,3.02,16.13,15.07,21.28,9.12
Germany,1978,293.466,3,4.24,9.53,15.94,23.65,10.14
France,1978,213.593,4,5.77,11.51,5,25.45,10.91
UK,1978,132.205,5,11.31,12.67,15.97,17.55,7.52
Russia,1978,129.795,6,6.91,8.95,9.72,11.56,14.44
Italy,1978,123.73,7,4.03,8.73,5,25.28,10.84
Canada,1978,100.033,8,15,5,14.82,21.06,9.03
Spain,1978,72.218,9,15,8.84,12.41,20.56,8.81
Netherlands,1978,68.707,10,4.93,12.07,12.28,23.64,10.13
Brazil,1978,65.277,11,15,5,5,10.5,21
China,1978,49.43,12,13.21,9.56,6.09,9.92,19.84
Sweden,1978,47.103,13,4,9.8,11.8,24.43,10.47
Australia,1978,42.219,14,7.04,13.25,14.6,21.04,9.02
Switzerland,1978,33.408,15,5.38,15.59,7.84,24.03,10.3
India,1978,30.195,16,14.78,13.32,3.05,8.35,16.7
Saudi Arabia,1978,25.521,17,35.44,14.71,9.16,7.69,9.61
Iran,1978,23.02,18,14.48,18.35,10.95,11.13,13.91
Mexico,1978,20.014,19,1.72,12.15,9.9,9.36,18.71
Argentina,1978,17.242,20,5.78,15.4,17.82,10.47,13.09
Turkey,1978,16.114,21,15,12.87,7.19,12.42,15.53
Poland,1978,15.211,22,4.1,16.8,8.38,14.1,17.63
South Korea,1978,12.678,23,20.31,5,8.28,12.17,15.22
South Africa,1978,12.188,24,5.5,20.47,11.86,8.06,16.12
Greece,1978,10.791,25,10.81,8.38,9.61,22.86,9.8
Romania,1978,10.472,26,11.82,14.73,5,13.05,16.31
Indonesia,1978,8.801,27,7.19,5.86,3.59,11.24,22.48
Israel,1978,8.076,28,14.06,13.67,9.41,9.8,12.25
Portugal,1978,7.381,29,4.36,7.21,14.06,23.24,9.96
New Zealand,1978,7.266,30,4.59,8.19,14.71,21.96,9.41
United Arab Emirates,1978,7.109,31,19.16,13.57,7.57,11.94,14.93
Philippines,1978,5.551,32,12.48,15.24,6.52,3.96,7.91
Chile,1978,5.187,33,14.85,13.52,10.96,10.95,13.68
Colombia,1978,4.854,34,10.86,18.09,14.88,8.09,10.11
Egypt,1978,4.736,35,9.79,15.35,6.66,9.02,18.03
Nigeria,1978,4.383,36,2.23,8.55,2.37,12.28,24.56
Thailand,1978,4.332,37,13.67,18.9,9.25,7.47,14.95
Malaysia,1978,4.034,38,7.8,19.11,4.58,8.13,16.26
Pakistan,1978,3.978,39,25.1,7.8,6.26,8.38,16.75
Kazakhstan,1978,3.954,40,4.86,14.76,9.25,13.63,17.04
Ireland,1978,3.721,41,2.49,14.78,14.96,18.77,8.04
Peru,1978,2.498,42,8.33,15.25,10.77,8.42,10.53
Vietnam,1978,2.204,43,7.55,18,9.48,8.99,17.99
Bangladesh,1978,1.824,44,10.33,5.26,5.21,9.16,18.32
Singapore,1978,1.179,45,29.92,20.31,7.39,4.68,5.86
USA,1982,1249.58,1,9.56,13.55,16.16,16.74,7.18
Japan,1982,458.971,2,3.02,15.68,15.07,21.43,9.19
Germany,1982,329.022,3,4.24,9.53,15.94,23.02,9.86
France,1982,280.534,4,5.77,11.39,5,25.5,10.93
Italy,1982,228.501,5,4.03,8.73,5,22.97,9.84
UK,1982,221.432,6,11.31,11.62,15.97,17.92,7.68
Russia,1982,157.767,7,6.91,8.95,9.72,11.56,14.44
Canada,1982,121.591,8,15,5,14.82,21.06,9.03
Brazil,1982,88.43,9,15,5,5,10.5,21
Spain,1982,88.136,10,15,8.84,12.41,20.56,8.81
Netherlands,1982,79.664,11,4.93,11.41,12.28,23.03,9.87
China,1982,67.809,12,13.21,9.56,6.09,9.92,19.84
Australia,1982,65.728,13,7.04,13.25,14.6,21.04,9.02
Mexico,1982,62.393,14,1.72,12.15,9.9,8.7,17.4
Sweden,1982,60.036,15,4,8.29,11.8,22.93,9.83
Saudi Arabia,1982,48.724,16,35.44,14.71,9.16,7.69,9.61
India,1982,46.843,17,14.78,13.32,3.05,8.05,16.09
Switzerland,1982,37.109,18,5.38,15.59,7.84,24,10.28
Iran,1982,29.203,19,14.48,18.35,10.95,11.11,13.88
Greece,1982,22.261,20,10.81,7.66,9.61,23.69,10.15
South Africa,1982,22.115,21,5.5,20.47,11.86,7.78,15.56
South Korea,1982,19.181,22,20.31,5,8.28,11.85,14.82
Poland,1982,18.489,23,4.1,16.8,8.38,14.1,17.63
Nigeria,1982,17.132,24,2.23,8.55,2.37,12.28,24.56
Indonesia,1982,16.861,25,7.19,5.86,3.59,11.24,22.48
Turkey,1982,16.419,26,15,12.87,7.19,11.43,14.29
