COUNTRY,YEAR,CATEGORY,AMOUNT_BILLIONS,PERCENTAGE
Peru,1963,Agriculture,0.051,8.85
Peru,1964,Agriculture,0.062,8.85
Peru,1965,Agriculture,0.074,8.85
Peru,1966,Agriculture,0.087,8.85
Peru,1967,Agriculture,0.089,8.85
Peru,1968,Agriculture,0.082,8.85
Peru,1969,Agriculture,0.092,8.85
Peru,1970,Agriculture,0.106,8.85
Peru,1971,Agriculture,0.118,8.85
Peru,1972,Agriculture,0.131,8.85
Peru,1973,Agriculture,0.147,7.97
Peru,1974,Agriculture,0.175,8.42
Peru,1975,Agriculture,0.237,8.07
Peru,1976,Agriculture,0.251,8.56
Peru,1977,Agriculture,0.187,7.63
Peru,1978,Agriculture,0.158,6.32
Peru,1979,Agriculture,0.15,5.52
Peru,1980,Agriculture,0.286,6.58
Peru,1981,Agriculture,0.3,6.24
Peru,1982,Agriculture,0.297,6.5
Peru,1983,Agriculture,0.233,5.75
Peru,1984,Agriculture,0.214,5.47
Peru,1985,Agriculture,0.172,5.26
Peru,1986,Agriculture,0.327,6.92
Peru,1987,Agriculture,0.555,7.43
Peru,1988,Agriculture,0.156,5.99
Peru,1989,Agriculture,0.265,7.12
Peru,1990,Agriculture,0.257,3.92
Peru,1991,Agriculture,0.373,5.84
Peru,1992,Agriculture,0.469,5.96
Peru,1993,Agriculture,0.391,5.74
Peru,1994,Agriculture,0.56,6.33
Peru,1995,Agriculture,0.83,6.97
Peru,1996,Agriculture,0.915,7.61
Peru,1997,Agriculture,0.998,8.09
Peru,1998,Agriculture,0.954,7.96
Peru,1999,Agriculture,0.901,7.89
Peru,2000,Agriculture,0.956,7.86
Peru,2001,Agriculture,0.958,7.91
Peru,2002,Agriculture,0.972,7.89
Peru,2003,Agriculture,1.079,8.1
Peru,2004,Agriculture,1.198,8.09
Peru,2005,Agriculture,1.426,8.15
Peru,2006,Agriculture,1.611,8.34
Peru,2007,Agriculture,2.028,8.57
Peru,2008,Agriculture,2.438,8.89
Peru,2009,Agriculture,2.543,8.92
Peru,2010,Agriculture,3.084,9.19
Peru,2011,Agriculture,3.555,9.2
Peru,2012,Agriculture,3.974,9.02
Peru,2013,Agriculture,4.318,8.87
Peru,2014,Agriculture,4.615,8.78
Peru,2015,Agriculture,4.195,8.42
Peru,2016,Agriculture,3.924,8.35
Peru,2017,Agriculture,4.537,8.36
Peru,2018,Agriculture,4.764,8.43
Peru,2019,Agriculture,4.974,8.26
Peru,2020,Agriculture,5.893,8.52
Peru,2021,Agriculture,5.273,7.99
Peru,2022,Agriculture,6.021,8.39
Peru,2023,Agriculture,6.282,8.04
Peru,2024,Agriculture,6.974,8.2
Peru,2025,Agriculture,8.004,8.2
Peru,2026,Agriculture,8.285,8.2
Philippines,1946,Agriculture,0.032,3.96
Philippines,1947,Agriculture,0.034,3.96
Philippines,1948,Agriculture,0.036,3.96
Philippines,1949,Agriculture,0.037,3.96
Philippines,1950,Agriculture,0.039,3.96
Philippines,1951,Agriculture,0.041,3.96
Philippines,1952,Agriculture,0.043,3.96
Philippines,1953,Agriculture,0.046,3.96
Philippines,1954,Agriculture,0.048,3.96
Philippines,1955,Agriculture,0.05,3.96
Philippines,1956,Agriculture,0.053,3.96
Philippines,1957,Agriculture,0.055,3.96
Philippines,1958,Agriculture,0.058,3.96
Philippines,1959,Agriculture,0.061,3.96
Philippines,1960,Agriculture,0.064,3.96
Philippines,1961,Agriculture,0.07,3.96
Philippines,1962,Agriculture,0.042,3.96
Philippines,1963,Agriculture,0.047,3.96
Philippines,1964,Agriculture,0.051,3.96
Philippines,1965,Agriculture,0.056,3.96
Philippines,1966,Agriculture,0.061,3.96
Philippines,1967,Agriculture,0.066,3.96
Philippines,1968,Agriculture,0.074,3.96
Philippines,1969,Agriculture,0.082,3.96
Philippines,1970,Agriculture,0.065,3.96
Philippines,1971,Agriculture,0.071,3.96
Philippines,1972,Agriculture,0.077,3.96
Philippines,1973,Agriculture,0.097,3.96
Philippines,1974,Agriculture,0.133,3.96
Philippines,1975,Agriculture,0.144,3.96
Philippines,1976,Agriculture,0.165,3.96
Philippines,1977,Agriculture,0.19,3.96
Philippines,1978,Agriculture,0.22,3.96
Philippines,1979,Agriculture,0.266,3.96
Philippines,1980,Agriculture,0.314,3.96
Philippines,1981,Agriculture,0.346,3.96
Philippines,1982,Agriculture,0.36,3.96
Philippines,1983,Agriculture,0.322,3.96
Philippines,1984,Agriculture,0.305,3.96
Philippines,1985,Agriculture,0.298,3.96
Philippines,1986,Agriculture,0.29,3.96
Philippines,1987,Agriculture,0.322,3.96
Philippines,1988,Agriculture,0.368,3.96
Philippines,1989,Agriculture,0.414,3.96
Philippines,1990,Agriculture,0.471,4.33
Philippines,1991,Agriculture,0.494,4.64
Philippines,1992,Agriculture,0.607,4.83
Philippines,1993,Agriculture,0.663,5.23
Philippines,1994,Agriculture,1.023,6.08
Philippines,1995,Agriculture,1.159,5.95
Philippines,1996,Agriculture,1.233,5.66
Philippines,1997,Agriculture,1.364,6.3
Philippines,1998,Agriculture,1.006,5.87
Philippines,1999,Agriculture,1.261,6.4
Philippines,2000,Agriculture,1.234,6.41
Philippines,2001,Agriculture,1.237,6.53
Philippines,2002,Agriculture,1.38,6.88
Philippines,2003,Agriculture,1.291,6.21
Philippines,2004,Agriculture,1.293,6.09
Philippines,2005,Agriculture,1.632,6.28
Philippines,2006,Agriculture,1.608,5.9
Philippines,2007,Agriculture,2.142,6.75
Philippines,2008,Agriculture,2.505,6.93
Philippines,2009,Agriculture,2.813,7.52
Philippines,2010,Agriculture,3.002,7.13
Philippines,2011,Agriculture,3.55,7.65
Philippines,2012,Agriculture,3.971,7.64
Philippines,2013,Agriculture,4.181,7.61
Philippines,2014,Agriculture,4.331,7.75
Philippines,2015,Agriculture,4.883,8.07
Philippines,2016,Agriculture,5.168,8.24
Philippines,2017,Agriculture,5.209,7.95
Philippines,2018,Agriculture,5.944,8.23
Philippines,2019,Agriculture,6.908,8.45
Philippines,2020,Agriculture,9.061,8.74
Philippines,2021,Agriculture,9.415,8.52
Philippines,2022,Agriculture,9.59,8.7
Philippines,2023,Agriculture,8.82,8.16
Philippines,2024,Agriculture,9.237,8.09
Philippines,2025,Agriculture,9.987,8.29
Philippines,2026,Agriculture,10.336,8.29
Poland,1946,Agriculture,0.338,10.58
Poland,1947,Agriculture,0.355,10.58
Poland,1948,Agriculture,0.372,10.58
Poland,1949,Agriculture,0.391,10.58
Poland,1950,Agriculture,0.411,10.58
Poland,1951,Agriculture,0.431,10.58
Poland,1952,Agriculture,0.453,10.58
Poland,1953,Agriculture,0.475,10.58
Poland,1954,Agriculture,0.499,10.58
Poland,1955,Agriculture,0.524,10.58
Poland,1956,Agriculture,0.55,10.58
Poland,1957,Agriculture,0.578,10.58
Poland,1958,Agriculture,0.607,10.58
Poland,1959,Agriculture,0.637,10.58
Poland,1960,Agriculture,0.669,10.58
Poland,1961,Agriculture,0.702,10.58
Poland,1962,Agriculture,0.737,10.58
Poland,1963,Agriculture,0.774,10.58
Poland,1964,Agriculture,0.813,10.58
Poland,1965,Agriculture,0.853,10.58
Poland,1966,Agriculture,0.896,10.58
Poland,1967,Agriculture,0.941,10.58
Poland,1968,Agriculture,0.988,10.58
Poland,1969,Agriculture,1.037,10.58
Poland,1970,Agriculture,1.089,10.58
Poland,1971,Agriculture,1.144,10.58
Poland,1972,Agriculture,1.201,10.58
Poland,1973,Agriculture,1.261,10.58
Poland,1974,Agriculture,1.324,10.58
Poland,1975,Agriculture,1.39,10.58
Poland,1976,Agriculture,1.46,10.58
Poland,1977,Agriculture,1.533,10.58
Poland,1978,Agriculture,1.609,10.58
Poland,1979,Agriculture,1.69,10.58
Poland,1980,Agriculture,1.774,10.58
Poland,1981,Agriculture,1.863,10.58
Poland,1982,Agriculture,1.956,10.58
Poland,1983,Agriculture,2.054,10.58
Poland,1984,Agriculture,2.157,10.58
Poland,1985,Agriculture,2.249,10.51
Poland,1986,Agriculture,2.369,10.54
Poland,1987,Agriculture,2.485,10.53
Poland,1988,Agriculture,2.609,10.53
Poland,1989,Agriculture,2.383,9.16
Poland,1990,Agriculture,2.502,9.16
Poland,1991,Agriculture,3.243,9.16
Poland,1992,Agriculture,3.578,9.16
Poland,1993,Agriculture,3.642,9.16
Poland,1994,Agriculture,4.202,9.16
Poland,1995,Agriculture,6.339,9.21
Poland,1996,Agriculture,9.087,10.32
Poland,1997,Agriculture,7.427,9.97
Poland,1998,Agriculture,7.901,10.02
Poland,1999,Agriculture,7.869,10.39
Poland,2000,Agriculture,7.785,10.25
Poland,2001,Agriculture,8.851,10.11
Poland,2002,Agriculture,9.216,10.13
Poland,2003,Agriculture,10.41,10.22
Poland,2004,Agriculture,11.278,10.11
Poland,2005,Agriculture,13.333,10.21
Poland,2006,Agriculture,14.843,10.17
Poland,2007,Agriculture,17.857,10.29
Poland,2008,Agriculture,22.781,10.32
Poland,2009,Agriculture,19.026,10.21
Poland,2010,Agriculture,20.799,10.29
Poland,2011,Agriculture,21.649,10.23
Poland,2012,Agriculture,20.36,10.13
Poland,2013,Agriculture,21.588,10.08
Poland,2014,Agriculture,22.409,10.24
Poland,2015,Agriculture,19.2,10.18
Poland,2016,Agriculture,19.467,10.27
Poland,2017,Agriculture,21.604,10.37
Poland,2018,Agriculture,23.438,10.36
Poland,2019,Agriculture,24.425,10.41
Poland,2020,Agriculture,30.744,10.88
Poland,2021,Agriculture,31.223,10.64
Poland,2022,Agriculture,30.343,10.51
Poland,2023,Agriculture,36.485,9.98
Poland,2024,Agriculture,40.264,9.75
Poland,2025,Agriculture,45.429,9.75
Poland,2026,Agriculture,47.019,9.75
Portugal,1946,Agriculture,0.035,7.18
Portugal,1947,Agriculture,0.036,7.18
Portugal,1948,Agriculture,0.038,7.18
Portugal,1949,Agriculture,0.04,7.18
Portugal,1950,Agriculture,0.042,7.18
Portugal,1951,Agriculture,0.044,7.18
Portugal,1952,Agriculture,0.046,7.18
Portugal,1953,Agriculture,0.049,7.18
Portugal,1954,Agriculture,0.051,7.18
Portugal,1955,Agriculture,0.054,7.18
Portugal,1956,Agriculture,0.056,7.18
Portugal,1957,Agriculture,0.059,7.18
Portugal,1958,Agriculture,0.062,7.18
Portugal,1959,Agriculture,0.065,7.18
Portugal,1960,Agriculture,0.068,7.18
Portugal,1961,Agriculture,0.073,7.18
Portugal,1962,Agriculture,0.078,7.18
Portugal,1963,Agriculture,0.084,7.18
Portugal,1964,Agriculture,0.091,7.18
Portugal,1965,Agriculture,0.1,7.18
Portugal,1966,Agriculture,0.11,7.18
Portugal,1967,Agriculture,0.123,7.18
Portugal,1968,Agriculture,0.136,7.18
Portugal,1969,Agriculture,0.149,7.18
Portugal,1970,Agriculture,0.166,7.18
Portugal,1971,Agriculture,0.188,7.18
Portugal,1972,Agriculture,0.23,7.18
Portugal,1973,Agriculture,0.309,7.18
Portugal,1974,Agriculture,0.358,7.18
Portugal,1975,Agriculture,0.396,7.18
Portugal,1976,Agriculture,0.448,7.07
Portugal,1977,Agriculture,0.447,6.64
Portugal,1978,Agriculture,0.49,6.64
Portugal,1979,Agriculture,0.546,6.57
Portugal,1980,Agriculture,0.713,6.59
Portugal,1981,Agriculture,0.694,6.11
Portugal,1982,Agriculture,0.64,6
Portugal,1983,Agriculture,0.592,5.87
Portugal,1984,Agriculture,0.499,5.58
Portugal,1985,Agriculture,0.623,5.7
Portugal,1986,Agriculture,0.843,5.38
Portugal,1987,Agriculture,0.951,5.45
Portugal,1988,Agriculture,1.077,5.34
Portugal,1989,Agriculture,1.236,5.45
Portugal,1990,Agriculture,1.605,5.25
Portugal,1991,Agriculture,1.962,5.27
Portugal,1992,Agriculture,2.426,5.23
Portugal,1993,Agriculture,2.381,5.6
Portugal,1994,Agriculture,2.425,5.79
Portugal,1995,Agriculture,2.922,5.54
Portugal,1996,Agriculture,3.087,5.66
Portugal,1997,Agriculture,3.011,5.97
Portugal,1998,Agriculture,3.439,6.22
Portugal,1999,Agriculture,3.547,6.27
Portugal,2000,Agriculture,3.318,6.26
Portugal,2001,Agriculture,3.508,6.31
Portugal,2002,Agriculture,3.92,6.3
Portugal,2003,Agriculture,5.065,6.42
Portugal,2004,Agriculture,5.94,6.47
Portugal,2005,Agriculture,6.333,6.47
Portugal,2006,Agriculture,6.575,6.56
Portugal,2007,Agriculture,7.401,6.54
Portugal,2008,Agriculture,8.359,6.57
Portugal,2009,Agriculture,8.409,6.61
Portugal,2010,Agriculture,8.473,6.7
Portugal,2011,Agriculture,8.446,6.44
Portugal,2012,Agriculture,7.375,6.39
Portugal,2013,Agriculture,7.982,6.43
Portugal,2014,Agriculture,8.703,6.62
Portugal,2015,Agriculture,6.819,6.48
Portugal,2016,Agriculture,6.411,6.26
Portugal,2017,Agriculture,7.154,6.47
Portugal,2018,Agriculture,7.347,6.43
Portugal,2019,Agriculture,7.217,6.47
Portugal,2020,Agriculture,8.23,6.7
Portugal,2021,Agriculture,8.659,6.63
Portugal,2022,Agriculture,8.081,6.66
Portugal,2023,Agriculture,8.587,6.58
Portugal,2024,Agriculture,9.214,6.58
Portugal,2025,Agriculture,10.183,6.58
Portugal,2026,Agriculture,10.539,6.58
Romania,1946,Agriculture,0.215,9.79
Romania,1947,Agriculture,0.226,9.79
Romania,1948,Agriculture,0.237,9.79
Romania,1949,Agriculture,0.249,9.79
Romania,1950,Agriculture,0.262,9.79
Romania,1951,Agriculture,0.275,9.79
Romania,1952,Agriculture,0.288,9.79
Romania,1953,Agriculture,0.303,9.79
Romania,1954,Agriculture,0.318,9.79
Romania,1955,Agriculture,0.334,9.79
Romania,1956,Agriculture,0.35,9.79
Romania,1957,Agriculture,0.368,9.79
Romania,1958,Agriculture,0.386,9.79
Romania,1959,Agriculture,0.406,9.79
Romania,1960,Agriculture,0.426,9.79
Romania,1961,Agriculture,0.447,9.79
Romania,1962,Agriculture,0.47,9.79
Romania,1963,Agriculture,0.493,9.79
Romania,1964,Agriculture,0.518,9.79
Romania,1965,Agriculture,0.544,9.79
Romania,1966,Agriculture,0.571,9.79
Romania,1967,Agriculture,0.599,9.79
Romania,1968,Agriculture,0.629,9.79
Romania,1969,Agriculture,0.661,9.79
Romania,1970,Agriculture,0.694,9.79
Romania,1971,Agriculture,0.729,9.79
Romania,1972,Agriculture,0.765,9.79
Romania,1973,Agriculture,0.803,9.79
Romania,1974,Agriculture,0.843,9.79
Romania,1975,Agriculture,0.886,9.79
Romania,1976,Agriculture,0.93,9.79
Romania,1977,Agriculture,0.976,9.79
Romania,1978,Agriculture,1.025,9.79
Romania,1979,Agriculture,1.076,9.79
Romania,1980,Agriculture,1.13,9.79
Romania,1981,Agriculture,1.187,9.79
Romania,1982,Agriculture,0.996,9.79
Romania,1983,Agriculture,0.905,9.79
Romania,1984,Agriculture,0.996,9.79
Romania,1985,Agriculture,1.506,9.79
Romania,1986,Agriculture,1.645,9.97
Romania,1987,Agriculture,1.652,9.96
Romania,1988,Agriculture,1.601,10.09
Romania,1989,Agriculture,1.817,10.22
Romania,1990,Agriculture,1.402,10.25
Romania,1991,Agriculture,1.035,10.17
Romania,1992,Agriculture,1.075,10.43
Romania,1993,Agriculture,0.882,10.43
Romania,1994,Agriculture,0.959,9.99
Romania,1995,Agriculture,1.108,9.99
Romania,1996,Agriculture,1.06,9.95
Romania,1997,Agriculture,1.078,9.45
Romania,1998,Agriculture,1.407,9.87
Romania,1999,Agriculture,1.281,9.68
Romania,2000,Agriculture,1.406,10.23
Romania,2001,Agriculture,1.456,10.13
Romania,2002,Agriculture,1.633,10.39
Romania,2003,Agriculture,2.107,10.78
Romania,2004,Agriculture,2.801,11.17
Romania,2005,Agriculture,3.641,11.11
Romania,2006,Agriculture,4.596,11.16
Romania,2007,Agriculture,7.069,11.51
Romania,2008,Agriculture,8.561,11.62
Romania,2009,Agriculture,7.418,11.35
Romania,2010,Agriculture,7.421,11.68
Romania,2011,Agriculture,8.115,11.67
Romania,2012,Agriculture,7.168,11.55
Romania,2013,Agriculture,7.485,11.48
Romania,2014,Agriculture,8.013,11.53
Romania,2015,Agriculture,7.301,11.59
Romania,2016,Agriculture,7.397,11.55
Romania,2017,Agriculture,8.091,11.36
Romania,2018,Agriculture,9.631,11.34
Romania,2019,Agriculture,10.269,11.32
Romania,2020,Agriculture,11.825,11.51
Romania,2021,Agriculture,13.182,11.59
Romania,2022,Agriculture,13.766,11.65
Romania,2023,Agriculture,16.28,11.7
Romania,2024,Agriculture,17.573,11.48
Romania,2025,Agriculture,19.691,11.48
Romania,2026,Agriculture,20.38,11.48
Russia,1946,Agriculture,2.362,8.67
Russia,1947,Agriculture,2.48,8.67
Russia,1948,Agriculture,2.604,8.67
Russia,1949,Agriculture,2.734,8.67
Russia,1950,Agriculture,2.871,8.67
Russia,1951,Agriculture,3.014,8.67
Russia,1952,Agriculture,3.165,8.67
Russia,1953,Agriculture,3.323,8.67
Russia,1954,Agriculture,3.489,8.67
Russia,1955,Agriculture,3.664,8.67
Russia,1956,Agriculture,3.847,8.67
Russia,1957,Agriculture,4.039,8.67
Russia,1958,Agriculture,4.241,8.67
Russia,1959,Agriculture,4.453,8.67
Russia,1960,Agriculture,4.676,8.67
Russia,1961,Agriculture,4.91,8.67
Russia,1962,Agriculture,5.155,8.67
Russia,1963,Agriculture,5.413,8.67
Russia,1964,Agriculture,5.684,8.67
Russia,1965,Agriculture,5.968,8.67
Russia,1966,Agriculture,6.266,8.67
Russia,1967,Agriculture,6.58,8.67
Russia,1968,Agriculture,6.909,8.67
Russia,1969,Agriculture,7.254,8.67
Russia,1970,Agriculture,7.617,8.67
Russia,1971,Agriculture,7.997,8.67
Russia,1972,Agriculture,8.397,8.67
Russia,1973,Agriculture,8.817,8.67
Russia,1974,Agriculture,9.258,8.67
Russia,1975,Agriculture,9.721,8.67
Russia,1976,Agriculture,10.207,8.67
Russia,1977,Agriculture,10.717,8.67
Russia,1978,Agriculture,11.253,8.67
Russia,1979,Agriculture,11.816,8.67
Russia,1980,Agriculture,12.407,8.67
Russia,1981,Agriculture,13.027,8.67
Russia,1982,Agriculture,13.678,8.67
Russia,1983,Agriculture,14.362,8.67
Russia,1984,Agriculture,15.08,8.67
Russia,1985,Agriculture,15.834,8.67
Russia,1986,Agriculture,16.626,8.67
Russia,1987,Agriculture,17.457,8.67
Russia,1988,Agriculture,18.33,8.67
Russia,1989,Agriculture,16.738,8.67
Russia,1990,Agriculture,17.081,8.67
Russia,1991,Agriculture,17.112,8.67
Russia,1992,Agriculture,15.207,8.67
Russia,1993,Agriculture,14.374,8.67
Russia,1994,Agriculture,13.053,8.67
Russia,1995,Agriculture,5.587,8.67
Russia,1996,Agriculture,11.982,8.67
Russia,1997,Agriculture,12.386,8.67
Russia,1998,Agriculture,8.288,8.67
Russia,1999,Agriculture,4.675,8.35
Russia,2000,Agriculture,6.249,8.07
Russia,2001,Agriculture,8.621,8.77
Russia,2002,Agriculture,9.816,8.95
Russia,2003,Agriculture,12.953,9.27
Russia,2004,Agriculture,17.011,9.47
Russia,2005,Agriculture,19.969,9.3
Russia,2006,Agriculture,25.673,9.44
Russia,2007,Agriculture,42.463,10.08
Russia,2008,Agriculture,50.533,10.03
Russia,2009,Agriculture,56.525,10.22
Russia,2010,Agriculture,60.522,10.29
Russia,2011,Agriculture,68.178,10.13
Russia,2012,Agriculture,75.351,10.01
Russia,2013,Agriculture,79.55,10.01
Russia,2014,Agriculture,75.464,9.83
Russia,2015,Agriculture,56.399,9.58
Russia,2016,Agriculture,53.078,9.51
Russia,2017,Agriculture,64.431,9.46
Russia,2018,Agriculture,62.648,9.27
Russia,2019,Agriculture,64.776,9.17
Russia,2020,Agriculture,64.303,8.66
Russia,2021,Agriculture,70.205,8.85
Russia,2022,Agriculture,86.062,8.49
Russia,2023,Agriculture,71.105,8.23
Russia,2024,Agriculture,70.252,7.61
Russia,2025,Agriculture,82.296,7.61
Russia,2026,Agriculture,85.588,7.61
Saudi Arabia,1946,Agriculture,0.005,1.92
Saudi Arabia,1947,Agriculture,0.006,1.92
Saudi Arabia,1948,Agriculture,0.006,1.92
Saudi Arabia,1949,Agriculture,0.006,1.92
Saudi Arabia,1950,Agriculture,0.007,1.92
Saudi Arabia,1951,Agriculture,0.007,1.92
Saudi Arabia,1952,Agriculture,0.007,1.92
Saudi Arabia,1953,Agriculture,0.008,1.92
Saudi Arabia,1954,Agriculture,0.008,1.92
Saudi Arabia,1955,Agriculture,0.008,1.92
Saudi Arabia,1956,Agriculture,0.009,1.92
Saudi Arabia,1957,Agriculture,0.009,1.92
Saudi Arabia,1958,Agriculture,0.01,1.92
Saudi Arabia,1959,Agriculture,0.01,1.92
Saudi Arabia,1960,Agriculture,0.011,1.92
Saudi Arabia,1961,Agriculture,0.012,1.92
Saudi Arabia,1962,Agriculture,0.013,1.92
Saudi Arabia,1963,Agriculture,0.013,1.92
Saudi Arabia,1964,Agriculture,0.014,1.92
Saudi Arabia,1965,Agriculture,0.016,1.92
Saudi Arabia,1966,Agriculture,0.018,1.92
Saudi Arabia,1967,Agriculture,0.02,1.92
Saudi Arabia,1968,Agriculture,0.026,1.92
Saudi Arabia,1969,Agriculture,0.027,1.92
Saudi Arabia,1970,Agriculture,0.033,1.92
Saudi Arabia,1971,Agriculture,0.044,1.92
Saudi Arabia,1972,Agriculture,0.059,1.92
Saudi Arabia,1973,Agriculture,0.091,1.92
Saudi Arabia,1974,Agriculture,0.277,1.92
Saudi Arabia,1975,Agriculture,0.286,1.92
Saudi Arabia,1976,Agriculture,0.391,1.92
Saudi Arabia,1977,Agriculture,0.453,1.92
Saudi Arabia,1978,Agriculture,0.49,1.92
Saudi Arabia,1979,Agriculture,0.683,1.92
Saudi Arabia,1980,Agriculture,1.004,1.92
Saudi Arabia,1981,Agriculture,1.125,1.92
Saudi Arabia,1982,Agriculture,0.936,1.92
Saudi Arabia,1983,Agriculture,0.789,1.92
Saudi Arabia,1984,Agriculture,0.73,1.92
Saudi Arabia,1985,Agriculture,0.634,1.92
Saudi Arabia,1986,Agriculture,0.531,1.92
Saudi Arabia,1987,Agriculture,0.523,1.92
Saudi Arabia,1988,Agriculture,0.539,1.92
Saudi Arabia,1989,Agriculture,0.582,1.92
Saudi Arabia,1990,Agriculture,0.718,1.92
Saudi Arabia,1991,Agriculture,0.807,1.92
Saudi Arabia,1992,Agriculture,1.016,2.33
Saudi Arabia,1993,Agriculture,0.871,2.06
Saudi Arabia,1994,Agriculture,0.868,2.02
Saudi Arabia,1995,Agriculture,0.984,2.16
Saudi Arabia,1996,Agriculture,1.211,2.4
Saudi Arabia,1997,Agriculture,1.203,2.28
Saudi Arabia,1998,Agriculture,0.546,1.17
Saudi Arabia,1999,Agriculture,0.715,1.39
Saudi Arabia,2000,Agriculture,1.175,1.95
Saudi Arabia,2001,Agriculture,1.089,1.86
Saudi Arabia,2002,Agriculture,1.224,2.03
Saudi Arabia,2003,Agriculture,1.42,2.07
Saudi Arabia,2004,Agriculture,1.785,2.17
Saudi Arabia,2005,Agriculture,2.204,2.11
Saudi Arabia,2006,Agriculture,2.253,1.88
Saudi Arabia,2007,Agriculture,2.711,2.05
Saudi Arabia,2008,Agriculture,3.62,2.19
Saudi Arabia,2009,Agriculture,3.302,2.42
Saudi Arabia,2010,Agriculture,4.132,2.46
Saudi Arabia,2011,Agriculture,5.39,2.66
Saudi Arabia,2012,Agriculture,6.436,2.6
Saudi Arabia,2013,Agriculture,6.298,2.48
Saudi Arabia,2014,Agriculture,6.81,2.39
Saudi Arabia,2015,Agriculture,5.654,2.06
Saudi Arabia,2016,Agriculture,5.195,2.15
Saudi Arabia,2017,Agriculture,4.837,1.93
Saudi Arabia,2018,Agriculture,7.017,2.27
Saudi Arabia,2019,Agriculture,7.198,2.33
Saudi Arabia,2020,Agriculture,7.284,2.28
Saudi Arabia,2021,Agriculture,7.036,2.2
Saudi Arabia,2022,Agriculture,7.793,2.2
Saudi Arabia,2023,Agriculture,8.564,2.23
Saudi Arabia,2024,Agriculture,8.893,2.25
Saudi Arabia,2025,Agriculture,9.055,2.25
Saudi Arabia,2026,Agriculture,9.372,2.25
Singapore,1946,Agriculture,0.003,5.15
Singapore,1947,Agriculture,0.003,5.15
Singapore,1948,Agriculture,0.003,5.15
Singapore,1949,Agriculture,0.003,5.15
Singapore,1950,Agriculture,0.003,5.15
Singapore,1951,Agriculture,0.004,5.15
Singapore,1952,Agriculture,0.004,5.15
Singapore,1953,Agriculture,0.004,5.15
Singapore,1954,Agriculture,0.004,5.15
Singapore,1955,Agriculture,0.004,5.15
Singapore,1956,Agriculture,0.005,5.15
Singapore,1957,Agriculture,0.005,5.15
Singapore,1958,Agriculture,0.005,5.15
Singapore,1959,Agriculture,0.005,5.15
Singapore,1960,Agriculture,0.006,5.15
Singapore,1961,Agriculture,0.006,5.15
Singapore,1962,Agriculture,0.007,5.15
Singapore,1963,Agriculture,0.007,5.15
Singapore,1964,Agriculture,0.007,5.15
Singapore,1965,Agriculture,0.008,5.15
Singapore,1966,Agriculture,0.009,5.15
Singapore,1967,Agriculture,0.01,5.15
Singapore,1968,Agriculture,0.011,5.15
Singapore,1969,Agriculture,0.013,5.15
Singapore,1970,Agriculture,0.015,5.15
Singapore,1971,Agriculture,0.018,5.15
Singapore,1972,Agriculture,0.021,5.15
Singapore,1973,Agriculture,0.025,4.79
Singapore,1974,Agriculture,0.034,4.78
Singapore,1975,Agriculture,0.042,4.79
Singapore,1976,Agriculture,0.043,4.34
Singapore,1977,Agriculture,0.044,3.94
Singapore,1978,Agriculture,0.041,3.51
Singapore,1979,Agriculture,0.05,3.43
Singapore,1980,Agriculture,0.066,3.56
Singapore,1981,Agriculture,0.109,4.23
Singapore,1982,Agriculture,0.101,3.79
Singapore,1983,Agriculture,0.076,2.52
Singapore,1984,Agriculture,0.103,2.73
Singapore,1985,Agriculture,0.137,3.91
Singapore,1986,Agriculture,0.19,4.43
Singapore,1987,Agriculture,0.1,1.73
Singapore,1988,Agriculture,0.209,4.26
Singapore,1989,Agriculture,0.226,4.14
Singapore,1990,Agriculture,0.242,3.84
Singapore,1991,Agriculture,0.325,3.91
Singapore,1992,Agriculture,0.377,4.28
Singapore,1993,Agriculture,0.494,5.48
Singapore,1994,Agriculture,0.371,4.51
Singapore,1995,Agriculture,0.556,5.2
Singapore,1996,Agriculture,1.051,6.61
Singapore,1997,Agriculture,0.775,5.56
Singapore,1998,Agriculture,0.798,5.8
Singapore,1999,Agriculture,0.715,5.49
Singapore,2000,Agriculture,0.991,6.43
Singapore,2001,Agriculture,1.135,6.81
Singapore,2002,Agriculture,0.914,5.99
Singapore,2003,Agriculture,0.844,5.31
Singapore,2004,Agriculture,0.977,5.78
Singapore,2005,Agriculture,0.873,5.31
Singapore,2006,Agriculture,1.135,5.73
Singapore,2007,Agriculture,0.909,4.05
Singapore,2008,Agriculture,1.428,4.98
Singapore,2009,Agriculture,2.022,7.13
Singapore,2010,Agriculture,1.745,5.74
Singapore,2011,Agriculture,1.45,3.98
Singapore,2012,Agriculture,1.343,3.6
Singapore,2013,Agriculture,1.726,4.44
Singapore,2014,Agriculture,2.664,6.3
Singapore,2015,Agriculture,3.591,7.17
Singapore,2016,Agriculture,3.482,7.4
Singapore,2017,Agriculture,3.45,6.88
Singapore,2018,Agriculture,3.788,6.7
Singapore,2019,Agriculture,3.587,6.59
Singapore,2020,Agriculture,7.601,8.28
Singapore,2021,Agriculture,5.836,8.04
Singapore,2022,Agriculture,5.925,7.69
Singapore,2023,Agriculture,6.653,7.45
Singapore,2024,Agriculture,7.386,7.38
Singapore,2025,Agriculture,7.923,7.51
Singapore,2026,Agriculture,8.2,7.51
South Africa,1946,Agriculture,0.069,8.13
South Africa,1947,Agriculture,0.072,8.13
