COUNTRY,YEAR,TOTAL_BUDGET,PCT_DEFENSE,PCT_EDUCATION,PCT_HEALTH,PCT_SOCIAL_WELFARE,PCT_INFRASTRUCTURE,PCT_AGRICULTURE,PCT_INTEREST,PCT_STATE_TRANSFERS,PCT_ADMIN,AMT_DEFENSE,AMT_EDUCATION,AMT_HEALTH,AMT_SOCIAL_WELFARE,AMT_INFRASTRUCTURE
Nigeria,2017,45.089,3.59,6.12,4.44,12.13,24.25,12.13,5,12.13,20.21,1.619,2.759,2.002,5.469,10.934
Nigeria,2018,50.609,3.95,5.94,3.88,12.18,24.37,12.18,5,12.18,20.3,1.999,3.006,1.964,6.164,12.333
Nigeria,2019,80.186,3.68,5.85,3.76,12.26,24.51,12.26,5,12.26,20.43,2.951,4.691,3.015,9.831,19.654
Nigeria,2020,71.83,5.23,5.13,4.18,12.07,24.14,12.07,5,12.07,20.11,3.757,3.685,3.003,8.67,17.34
Nigeria,2021,73.098,8.06,5.14,4.31,11.62,23.25,11.62,5,11.62,19.37,5.892,3.757,3.151,8.494,16.995
Nigeria,2022,77.634,4.52,4.3,4.31,12.28,24.56,12.28,5,12.28,20.47,3.509,3.338,3.346,9.533,19.067
Nigeria,2023,58.487,6.21,3.65,4.31,12.12,24.25,12.12,5,12.12,20.21,3.632,2.135,2.521,7.089,14.183
Nigeria,2024,30.271,3.07,2.98,4.31,12.7,25.39,12.7,5,12.7,21.16,0.929,0.902,1.305,3.844,7.686
Nigeria,2025,34.895,3.07,2.98,4.31,12.7,25.39,12.7,5,12.7,21.16,1.071,1.04,1.504,4.432,8.86
Nigeria,2026,36.117,3.07,2.98,4.31,12.7,25.39,12.7,5,12.7,21.16,1.109,1.076,1.557,4.587,9.17
Pakistan,1946,0.423,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.106,0.033,0.026,0.035,0.071
Pakistan,1947,0.444,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.111,0.035,0.028,0.037,0.074
Pakistan,1948,0.466,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.117,0.036,0.029,0.039,0.078
Pakistan,1949,0.49,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.123,0.038,0.031,0.041,0.082
Pakistan,1950,0.514,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.129,0.04,0.032,0.043,0.086
Pakistan,1951,0.54,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.135,0.042,0.034,0.045,0.09
Pakistan,1952,0.567,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.142,0.044,0.035,0.047,0.095
Pakistan,1953,0.595,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.149,0.046,0.037,0.05,0.1
Pakistan,1954,0.625,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.157,0.049,0.039,0.052,0.105
Pakistan,1955,0.656,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.165,0.051,0.041,0.055,0.11
Pakistan,1956,0.689,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.173,0.054,0.043,0.058,0.115
Pakistan,1957,0.723,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.182,0.056,0.045,0.061,0.121
Pakistan,1958,0.76,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.191,0.059,0.048,0.064,0.127
Pakistan,1959,0.798,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.2,0.062,0.05,0.067,0.134
Pakistan,1960,0.837,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.21,0.065,0.052,0.07,0.14
Pakistan,1961,0.92,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.231,0.072,0.058,0.077,0.154
Pakistan,1962,0.963,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.242,0.075,0.06,0.081,0.161
Pakistan,1963,1.034,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.26,0.081,0.065,0.087,0.173
Pakistan,1964,1.163,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.292,0.091,0.073,0.097,0.195
Pakistan,1965,1.324,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.332,0.103,0.083,0.111,0.222
Pakistan,1966,1.465,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.368,0.114,0.092,0.123,0.245
Pakistan,1967,1.667,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.418,0.13,0.104,0.14,0.279
Pakistan,1968,1.796,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.451,0.14,0.112,0.151,0.301
Pakistan,1969,1.939,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.487,0.151,0.121,0.163,0.325
Pakistan,1970,2.24,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.562,0.175,0.14,0.188,0.375
Pakistan,1971,2.382,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.598,0.186,0.149,0.2,0.399
Pakistan,1972,2.103,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.528,0.164,0.132,0.176,0.352
Pakistan,1973,1.426,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.358,0.111,0.089,0.119,0.239
Pakistan,1974,1.988,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.499,0.155,0.124,0.167,0.333
Pakistan,1975,2.508,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.63,0.196,0.157,0.21,0.42
Pakistan,1976,2.941,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.738,0.229,0.184,0.246,0.493
Pakistan,1977,3.378,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.848,0.264,0.211,0.283,0.566
Pakistan,1978,3.978,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,0.999,0.31,0.249,0.333,0.666
Pakistan,1979,4.397,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,1.104,0.343,0.275,0.369,0.737
Pakistan,1980,5.283,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,1.326,0.412,0.331,0.443,0.885
Pakistan,1981,6.276,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,1.575,0.49,0.393,0.526,1.051
Pakistan,1982,6.863,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,1.723,0.535,0.43,0.575,1.149
Pakistan,1983,6.408,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,1.608,0.5,0.401,0.537,1.073
Pakistan,1984,6.958,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,1.746,0.543,0.436,0.583,1.165
Pakistan,1985,6.956,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,1.746,0.543,0.435,0.583,1.165
Pakistan,1986,7.125,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,1.788,0.556,0.446,0.597,1.193
Pakistan,1987,7.449,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,1.87,0.581,0.466,0.624,1.248
Pakistan,1988,8.593,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,2.157,0.67,0.538,0.72,1.439
Pakistan,1989,8.972,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,2.252,0.7,0.562,0.752,1.503
Pakistan,1990,8.936,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,2.243,0.697,0.559,0.749,1.497
Pakistan,1991,10.19,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,2.558,0.795,0.638,0.854,1.707
Pakistan,1992,10.918,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,2.741,0.852,0.683,0.915,1.829
Pakistan,1993,11.572,25.1,7.8,6.26,8.38,16.75,8.38,5,8.38,13.96,2.905,0.903,0.724,0.97,1.938
Pakistan,1994,11.68,27.4,9.38,6.26,7.8,15.59,7.8,5,7.8,12.99,3.2,1.096,0.731,0.911,1.821
Pakistan,1995,13.543,27.21,10.31,6.26,7.68,15.37,7.68,5,7.68,12.81,3.685,1.396,0.848,1.04,2.082
Pakistan,1996,14.143,24.58,10.07,6.26,8.11,16.23,8.11,5,8.11,13.52,3.476,1.424,0.885,1.147,2.295
Pakistan,1997,13.945,25.04,11.75,6.26,7.79,15.58,7.79,5,7.79,12.99,3.492,1.638,0.873,1.086,2.173
Pakistan,1998,13.521,23.45,11.31,6.26,8.1,16.2,8.1,5,8.1,13.5,3.171,1.529,0.846,1.095,2.19
Pakistan,1999,13.525,23.98,11.31,6.26,8.02,16.04,8.02,5,8.02,13.36,3.243,1.53,0.847,1.085,2.169
Pakistan,2000,14.372,22.42,8.49,6.26,8.67,17.35,8.67,5,8.67,14.46,3.222,1.22,0.9,1.246,2.494
Pakistan,2001,14.034,24.03,11.23,6.31,8.01,16.03,8.01,5,8.01,13.36,3.372,1.576,0.886,1.124,2.25
Pakistan,2002,14.146,22.57,11.23,6.27,8.24,16.48,8.24,5,8.24,13.73,3.193,1.589,0.887,1.166,2.331
Pakistan,2003,16.233,25.41,11.23,3.98,8.16,16.31,8.16,5,8.16,13.59,4.125,1.823,0.646,1.325,2.648
Pakistan,2004,19.1,26.06,11.23,4.51,7.98,15.96,7.98,5,7.98,13.3,4.978,2.145,0.861,1.524,3.048
Pakistan,2005,20.977,24.45,13.78,3.98,7.92,15.84,7.92,5,7.92,13.2,5.129,2.891,0.835,1.661,3.323
Pakistan,2006,23.384,21.37,15.29,3.21,8.27,16.54,8.27,5,8.27,13.78,4.997,3.575,0.751,1.934,3.868
Pakistan,2007,26.601,18.03,15.45,2.82,8.81,17.61,8.81,5,8.81,14.68,4.796,4.11,0.75,2.344,4.685
Pakistan,2008,29.211,16.13,14.1,2.22,9.38,18.76,9.38,5,9.38,15.64,4.712,4.119,0.648,2.74,5.48
Pakistan,2009,27.063,16.94,12.08,2.96,9.45,18.9,9.45,5,9.45,15.75,4.585,3.269,0.801,2.557,5.115
Pakistan,2010,28.417,16.83,11.86,2.89,9.51,19.02,9.51,5,9.51,15.85,4.783,3.37,0.821,2.702,5.405
Pakistan,2011,33.311,16.98,10.92,2.54,9.68,19.37,9.68,5,9.68,16.14,5.656,3.638,0.846,3.225,6.452
Pakistan,2012,36.131,16.09,11.04,3.17,9.7,19.41,9.7,5,9.7,16.17,5.813,3.989,1.145,3.505,7.013
Pakistan,2013,37.366,15.93,11.51,3.25,9.65,19.29,9.65,5,9.65,16.08,5.952,4.301,1.214,3.606,7.208
Pakistan,2014,39.206,17.34,11.3,3.34,9.45,18.9,9.45,5,9.45,15.75,6.798,4.43,1.309,3.705,7.41
Pakistan,2015,43.333,18.01,13.19,3.85,8.99,17.99,8.99,5,8.99,14.99,7.804,5.716,1.668,3.896,7.796
Pakistan,2016,45.308,18.09,15.06,3.96,8.68,17.37,8.68,5,8.68,14.47,8.196,6.823,1.794,3.933,7.87
Pakistan,2017,49.002,17.59,14.54,4.77,8.71,17.43,8.71,5,8.71,14.52,8.62,7.125,2.337,4.268,8.541
Pakistan,2018,51.447,18.77,12.19,4.9,8.87,17.74,8.87,5,8.87,14.78,9.657,6.271,2.521,4.563,9.127
Pakistan,2019,46.359,18.4,11.59,4.95,9.01,18.02,9.01,5,9.01,15.01,8.53,5.373,2.295,4.177,8.354
Pakistan,2020,43.4,17.18,10.8,5.12,9.29,18.57,9.29,5,9.29,15.48,7.456,4.687,2.222,4.032,8.059
Pakistan,2021,50.347,18.36,7.82,6.02,9.42,18.84,9.42,5,9.42,15.7,9.244,3.937,3.031,4.743,9.485
Pakistan,2022,54.157,15.92,9.4,5.55,9.62,19.24,9.62,5,9.62,16.03,8.622,5.091,3.006,5.21,10.42
Pakistan,2023,48.638,14.99,9.76,4.68,9.84,19.67,9.84,5,9.84,16.39,7.291,4.747,2.276,4.786,9.567
Pakistan,2024,53.703,13.83,9.76,4.68,10.01,20.02,10.01,5,10.01,16.68,7.427,5.241,2.513,5.376,10.751
Pakistan,2025,58.841,13.83,9.76,4.68,10.01,20.02,10.01,5,10.01,16.68,8.138,5.743,2.754,5.89,11.78
Pakistan,2026,60.9,13.83,9.76,4.68,10.01,20.02,10.01,5,10.01,16.68,8.422,5.944,2.85,6.096,12.192
Peru,1946,0.21,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.017,0.032,0.023,0.025,0.031
Peru,1947,0.22,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.018,0.034,0.024,0.026,0.032
Peru,1948,0.231,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.019,0.035,0.025,0.027,0.034
Peru,1949,0.243,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.02,0.037,0.026,0.029,0.036
Peru,1950,0.255,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.021,0.039,0.027,0.03,0.038
Peru,1951,0.268,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.022,0.041,0.029,0.032,0.039
Peru,1952,0.281,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.023,0.043,0.03,0.033,0.041
Peru,1953,0.295,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.025,0.045,0.032,0.035,0.044
Peru,1954,0.31,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.026,0.047,0.033,0.037,0.046
Peru,1955,0.325,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.027,0.05,0.035,0.038,0.048
Peru,1956,0.342,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.028,0.052,0.037,0.04,0.05
Peru,1957,0.359,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.03,0.055,0.039,0.042,0.053
Peru,1958,0.377,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.031,0.057,0.041,0.044,0.056
Peru,1959,0.396,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.033,0.06,0.043,0.047,0.058
Peru,1960,0.415,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.035,0.063,0.045,0.049,0.061
Peru,1961,0.468,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.039,0.071,0.05,0.055,0.069
Peru,1962,0.53,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.044,0.081,0.057,0.063,0.078
Peru,1963,0.581,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.048,0.089,0.063,0.069,0.086
Peru,1964,0.703,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.059,0.107,0.076,0.083,0.104
Peru,1965,0.834,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.069,0.127,0.09,0.098,0.123
Peru,1966,0.987,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.082,0.15,0.106,0.116,0.146
Peru,1967,1,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.083,0.153,0.108,0.118,0.148
Peru,1968,0.926,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.077,0.141,0.1,0.109,0.137
Peru,1969,1.037,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.086,0.158,0.112,0.122,0.153
Peru,1970,1.2,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.1,0.183,0.129,0.142,0.177
Peru,1971,1.339,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.112,0.204,0.144,0.158,0.197
Peru,1972,1.484,8.33,15.25,10.77,11.8,14.75,8.85,6.67,11.8,11.8,0.124,0.226,0.16,0.175,0.219
Peru,1973,1.847,8.33,15.25,10.77,10.63,13.29,7.97,12.5,10.63,10.63,0.154,0.282,0.199,0.196,0.245
Peru,1974,2.078,8.33,15.25,10.77,11.23,14.03,8.42,9.52,11.23,11.23,0.173,0.317,0.224,0.233,0.292
Peru,1975,2.94,8.33,15.25,10.77,10.76,13.46,8.07,11.83,10.76,10.76,0.245,0.448,0.317,0.316,0.396
Peru,1976,2.93,8.33,15.25,10.77,11.41,14.26,8.56,8.59,11.41,11.41,0.244,0.447,0.316,0.334,0.418
Peru,1977,2.455,8.33,15.25,10.77,10.17,12.71,7.63,14.81,10.17,10.17,0.204,0.374,0.264,0.25,0.312
Peru,1978,2.498,8.33,15.25,10.77,8.42,10.53,6.32,23.53,8.42,8.42,0.208,0.381,0.269,0.21,0.263
Peru,1979,2.715,8.33,15.25,10.77,7.36,9.2,5.52,28.87,7.36,7.36,0.226,0.414,0.292,0.2,0.25
Peru,1980,4.344,8.33,15.25,10.77,8.78,10.97,6.58,21.77,8.78,8.78,0.362,0.662,0.468,0.381,0.476
Peru,1981,4.805,8.33,15.25,10.77,8.33,10.41,6.24,24.03,8.33,8.33,0.4,0.733,0.518,0.4,0.5
Peru,1982,4.573,8.33,15.25,10.77,8.67,10.84,6.5,22.29,8.67,8.67,0.381,0.697,0.492,0.396,0.496
Peru,1983,4.053,8.33,15.25,10.77,7.67,9.59,5.75,27.29,7.67,7.67,0.338,0.618,0.436,0.311,0.389
Peru,1984,3.913,8.33,15.25,10.77,7.29,9.11,5.47,29.2,7.29,7.29,0.326,0.597,0.421,0.285,0.356
Peru,1985,3.278,8.33,15.25,10.77,7.01,8.76,5.26,30.62,7.01,7.01,0.273,0.5,0.353,0.23,0.287
Peru,1986,4.725,8.33,15.25,10.77,9.23,11.54,6.92,19.49,9.23,9.23,0.394,0.721,0.509,0.436,0.545
Peru,1987,7.464,8.33,15.25,10.77,9.91,12.38,7.43,16.13,9.91,9.91,0.622,1.138,0.804,0.74,0.924
Peru,1988,2.604,8.33,15.25,10.77,7.99,9.99,5.99,25.69,7.99,7.99,0.217,0.397,0.28,0.208,0.26
Peru,1989,3.727,8.33,15.25,10.77,9.49,11.87,7.12,18.19,9.49,9.49,0.31,0.568,0.401,0.354,0.442
Peru,1990,6.559,8.33,15.25,10.77,5.23,6.54,3.92,39.49,5.23,5.23,0.546,1,0.706,0.343,0.429
Peru,1991,6.386,8.33,15.25,10.77,7.79,9.73,5.84,26.72,7.79,7.79,0.532,0.974,0.688,0.497,0.621
Peru,1992,7.875,8.33,15.25,10.77,7.95,9.94,5.96,25.9,7.95,7.95,0.656,1.201,0.848,0.626,0.783
Peru,1993,6.806,8.33,15.25,10.77,7.66,9.57,5.74,27.36,7.66,7.66,0.567,1.038,0.733,0.521,0.651
Peru,1994,8.839,8.33,15.25,10.77,8.44,10.55,6.33,23.46,8.44,8.44,0.736,1.348,0.952,0.746,0.933
Peru,1995,11.91,8.33,15.25,10.77,9.29,11.62,6.97,19.19,9.29,9.29,0.992,1.816,1.283,1.106,1.384
Peru,1996,12.024,8.33,15.25,10.77,10.15,12.69,7.61,14.9,10.15,10.15,1.002,1.834,1.295,1.22,1.526
Peru,1997,12.339,8.33,15.25,10.77,10.78,13.48,8.09,11.75,10.78,10.78,1.028,1.882,1.329,1.33,1.663
Peru,1998,11.989,8.33,15.25,10.77,10.61,13.26,7.96,12.59,10.61,10.61,0.999,1.828,1.291,1.272,1.59
Peru,1999,11.414,8.33,15.25,10.77,10.52,13.15,7.89,13.04,10.52,10.52,0.951,1.741,1.229,1.201,1.501
Peru,2000,12.167,8.33,15.25,10.77,10.48,13.1,7.86,13.24,10.48,10.48,1.013,1.855,1.31,1.275,1.594
Peru,2001,12.116,8.46,14.8,11.83,10.55,13.19,7.91,12.16,10.55,10.55,1.025,1.793,1.433,1.278,1.598
Peru,2002,12.315,7.92,14.58,12.84,10.52,13.15,7.89,12.08,10.52,10.52,0.975,1.795,1.581,1.296,1.619
Peru,2003,13.322,7.57,14.66,11.61,10.79,13.49,8.1,12.19,10.79,10.79,1.008,1.953,1.547,1.437,1.797
Peru,2004,14.814,7.13,15.27,11.78,10.78,13.48,8.09,11.9,10.78,10.78,1.056,2.262,1.745,1.597,1.997
Peru,2005,17.494,7.95,14.28,12.59,10.87,13.58,8.15,10.85,10.87,10.87,1.391,2.498,2.203,1.902,2.376
Peru,2006,19.322,7.7,14.04,11.57,11.12,13.9,8.34,11.1,11.12,11.12,1.488,2.713,2.236,2.149,2.686
Peru,2007,23.661,7.01,14.14,11.59,11.42,14.28,8.57,10.15,11.42,11.42,1.659,3.346,2.742,2.702,3.379
Peru,2008,27.425,6.25,14.38,10.99,11.86,14.82,8.89,9.1,11.86,11.86,1.714,3.944,3.014,3.253,4.064
Peru,2009,28.505,7.09,14.55,11.67,11.89,14.87,8.92,7.23,11.89,11.89,2.021,4.147,3.326,3.389,4.239
Peru,2010,33.56,6.95,13.49,11.62,12.25,15.32,9.19,6.67,12.25,12.25,2.332,4.527,3.9,4.111,5.141
Peru,2011,38.646,6.97,13.54,11.69,12.26,15.33,9.2,6.48,12.26,12.26,2.694,5.233,4.518,4.738,5.924
Peru,2012,44.059,7.29,14.37,12.24,12.03,15.03,9.02,5.97,12.03,12.03,3.212,6.331,5.393,5.3,6.622
Peru,2013,48.681,7.59,15.22,12.32,11.82,14.78,8.87,5.76,11.82,11.82,3.695,7.409,5.997,5.754,7.195
Peru,2014,52.567,7.04,16.23,13.1,11.7,14.63,8.78,5.14,11.7,11.7,3.701,8.532,6.886,6.15,7.69
Peru,2015,49.827,7.74,17.62,13.54,11.23,14.04,8.42,4.95,11.23,11.23,3.857,8.78,6.747,5.596,6.996
Peru,2016,46.998,6.22,17.94,14.63,11.13,13.92,8.35,5.54,11.13,11.13,2.923,8.431,6.876,5.231,6.542
Peru,2017,54.27,5.9,18.32,14.43,11.15,13.94,8.36,5.61,11.15,11.15,3.202,9.942,7.831,6.051,7.565
Peru,2018,56.509,5.49,17.15,14.89,11.24,14.05,8.43,6.27,11.24,11.24,3.102,9.691,8.414,6.352,7.94
Peru,2019,60.22,5.59,17.73,15.35,11.02,13.77,8.26,6.23,11.02,11.02,3.366,10.677,9.244,6.636,8.292
Peru,2020,69.17,4.92,15.93,16.67,11.36,14.21,8.52,5.65,11.36,11.36,3.403,11.019,11.531,7.858,9.829
Peru,2021,66,4.96,16.72,18.98,10.65,13.31,7.99,6.09,10.65,10.65,3.274,11.035,12.527,7.029,8.785
Peru,2022,71.761,4.88,16.47,16.66,11.18,13.98,8.39,6.09,11.18,11.18,3.502,11.819,11.955,8.023,10.032
Peru,2023,78.132,5.51,18.86,15.95,10.72,13.4,8.04,6.09,10.72,10.72,4.305,14.736,12.462,8.376,10.47
Peru,2024,85.049,4.06,19.21,15.95,10.94,13.67,8.2,6.09,10.94,10.94,3.453,16.338,13.565,9.304,11.626
Peru,2025,97.614,4.06,19.21,15.95,10.94,13.67,8.2,6.09,10.94,10.94,3.963,18.752,15.569,10.679,13.344
Peru,2026,101.031,4.06,19.21,15.95,10.94,13.67,8.2,6.09,10.94,10.94,4.102,19.408,16.114,11.053,13.811
Philippines,1946,0.818,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.102,0.125,0.053,0.032,0.065
Philippines,1947,0.859,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.107,0.131,0.056,0.034,0.068
Philippines,1948,0.902,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.113,0.137,0.059,0.036,0.071
Philippines,1949,0.947,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.118,0.144,0.062,0.037,0.075
Philippines,1950,0.994,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.124,0.152,0.065,0.039,0.079
Philippines,1951,1.044,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.13,0.159,0.068,0.041,0.083
Philippines,1952,1.096,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.137,0.167,0.071,0.043,0.087
Philippines,1953,1.151,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.144,0.175,0.075,0.046,0.091
Philippines,1954,1.209,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.151,0.184,0.079,0.048,0.096
Philippines,1955,1.269,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.158,0.193,0.083,0.05,0.1
Philippines,1956,1.332,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.166,0.203,0.087,0.053,0.105
Philippines,1957,1.399,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.175,0.213,0.091,0.055,0.111
Philippines,1958,1.469,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.183,0.224,0.096,0.058,0.116
Philippines,1959,1.542,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.192,0.235,0.101,0.061,0.122
Philippines,1960,1.62,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.202,0.247,0.106,0.064,0.128
Philippines,1961,1.761,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.22,0.268,0.115,0.07,0.139
Philippines,1962,1.068,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.133,0.163,0.07,0.042,0.084
Philippines,1963,1.186,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.148,0.181,0.077,0.047,0.094
Philippines,1964,1.283,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.16,0.196,0.084,0.051,0.101
Philippines,1965,1.404,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.175,0.214,0.092,0.056,0.111
Philippines,1966,1.549,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.193,0.236,0.101,0.061,0.123
Philippines,1967,1.665,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.208,0.254,0.109,0.066,0.132
Philippines,1968,1.86,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.232,0.283,0.121,0.074,0.147
Philippines,1969,2.063,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.257,0.314,0.134,0.082,0.163
Philippines,1970,1.629,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.203,0.248,0.106,0.065,0.129
Philippines,1971,1.805,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.225,0.275,0.118,0.071,0.143
Philippines,1972,1.954,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.244,0.298,0.127,0.077,0.155
Philippines,1973,2.459,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.307,0.375,0.16,0.097,0.195
Philippines,1974,3.363,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.42,0.513,0.219,0.133,0.266
Philippines,1975,3.636,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.454,0.554,0.237,0.144,0.288
Philippines,1976,4.176,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.521,0.636,0.272,0.165,0.33
Philippines,1977,4.802,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.599,0.732,0.313,0.19,0.38
Philippines,1978,5.551,12.48,15.24,6.52,3.96,7.91,3.96,39.38,3.96,6.59,0.693,0.846,0.362,0.22,0.439
